gene_accession,A_B1_alignment_dedup,PT010H2T0_alignment_dedup,A_P1_alignment_dedup,A_P2_alignment_dedup,A_B2_alignment_dedup,UK034D1T0_alignment_dedup,PT131D1T0_alignment_dedup,UK020D1T0_alignment_dedup,UK008H1T0_alignment_dedup,A_H2_alignment_dedup,A_H1_alignment_dedup
MEG_6751|Drugs|betalactams|Class_A_betalactamases|TEM,52.0,0,18.0,80.0,0,0,401.0,0,0,0,0
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,937.0,695.0,929.0,999.0,834.0,275.0,968.0,987.0,945.0,80.0,60.0
MEG_1748|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|CMER,0,0,0,0,17.0,0,0,0,0,0,0
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,350.0,405.0,392.0,929.0,159.0,99.0,1097.0,839.0,470.0,0,0
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,1667.0,2777.0,4426.0,5432.0,1060.0,315.0,4530.0,2085.0,1028.0,0,79.0
MEG_4101|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB,0,121.0,0,0,0,0,0,0,0,0,0
MEG_1043|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,0,0,0,0,0,0,48.0,55.0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,0,0,0,0,0,0,0,0,0,75.0,81.0
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,6858.0,1594.0,6548.0,7104.0,6462.0,823.0,6159.0,6741.0,5993.0,208.0,260.0
MEG_7078|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,0,0,114.0,138.0,0,0,0,0,0,129.0,224.0
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,158.0,0,76.0,259.0,0,0,541.0,0,0,0,0
MEG_2660|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,0,0,0,0,0,0,0,0,0,66.0,125.0
MEG_4773|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,453.0,469.0
MEG_4044|Drugs|MLS|Macrolide_phosphotransferases|MPHE,0,0,0,44.0,0,0,0,0,0,1300.0,1549.0
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,2276.0,2028.0,2234.0,2440.0,1880.0,710.0,2385.0,2414.0,2278.0,122.0,129.0
MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,0,0,0,0,0,0,0,0,0,1814.0,1888.0
MEG_224|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,10.0,0
MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,795.0,464.0,630.0,724.0,947.0,425.0,142.0,166.0,0,1315.0,1312.0
MEG_4408|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,26.0,34.0
MEG_7419|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,68.0,0,0,0,0,0,0,0,0,0
MEG_1278|Drugs|betalactams|Class_C_betalactamases|BLAEC,803.0,0,167.0,516.0,259.0,128.0,567.0,708.0,428.0,0,0
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,219.0,278.0,183.0,491.0,130.0,44.0,692.0,787.0,616.0,0,0
MEG_352|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,1151.0,218.0,357.0,197.0,0,393.0,0,98.0,0,0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,1949.0,553.0,1817.0,2422.0,1444.0,434.0,2361.0,2543.0,2287.0,47.0,51.0
MEG_1541|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,14.0,22.0,0,0,0,0,0,0,0
MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3439.0,3061.0,3487.0,3434.0,3436.0,3436.0,3375.0,2782.0,3313.0,1722.0,2212.0
MEG_1629|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,46.0,0
MEG_5004|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,554.0,690.0
MEG_2874|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,0,12.0,44.0,49.0,0,0,1101.0,0,20.0,0,0
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,209.0,269.0,210.0,496.0,122.0,44.0,681.0,793.0,599.0,0,0
MEG_6505|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,0,0,165.0,369.0,0,0,4.0,0,8.0,10.0,7.0
MEG_1475|Drugs|betalactams|Class_A_betalactamases|BRO,0,0,0,13.0,0,0,0,0,0,0,0
MEG_3237|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,643.0,693.0
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,47.0,0,0,0,0,0,0,0,0,0
MEG_4765|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,587.0,701.0
MEG_2812|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,126.0,0,10.0,0,232.0,0,0,0,0,19.0,11.0
MEG_3919|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN,0,159.0,0,0,0,0,0,0,0,0,0
MEG_3603|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0,0,34.0,51.0,0,0,0,0,0,0,0
MEG_877|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,44.0,0,0,0,0,0,115.0,117.0
MEG_2684|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,196.0,268.0,182.0,487.0,128.0,0,689.0,780.0,610.0,0,0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,1086.0,731.0,1056.0,1181.0,922.0,312.0,1143.0,1175.0,1091.0,49.0,48.0
MEG_6943|Drugs|betalactams|Class_A_betalactamases|TEM,100.0,0,57.0,0,24.0,0,465.0,0,0,0,14.0
MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,3.0,0,4.0,0,0,0,0,0,0,589.0,600.0
MEG_1208|Drugs|betalactams|Class_A_betalactamases|BCL,0,0,0,0,20.0,0,0,0,0,0,0
MEG_7212|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3321.0,3187.0,3441.0,3356.0,3340.0,465.0,0,1380.0,3479.0,860.0,1069.0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,762.0,2231.0,3483.0,3615.0,800.0,0,2986.0,0,3095.0,1969.0,2241.0
MEG_6668|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,102.0,11.0,0,300.0,0,0,0,0
MEG_4319|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,433.0,0,0,0,2971.0,0,0,0,0,0,0
MEG_3597|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRD,0,224.0,0,0,0,53.0,125.0,0,79.0,47.0,85.0
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,5930.0,4354.0,5814.0,6147.0,5264.0,1773.0,5957.0,5993.0,5748.0,292.0,359.0
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,1419.0,1010.0,1511.0,1507.0,1474.0,1217.0,31.0,40.0,83.0,1170.0,1411.0
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,0,0,14.0,15.0,0,0,241.0,0,0,0,25.0
MEG_937|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,20.0,0,0,0,0,0,0,70.0,75.0
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,208.0,122.0,238.0,316.0,253.0,87.0,0,0,0,619.0,687.0
MEG_3120|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,44.0,41.0
MEG_3445|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|KASA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,66.0,92.0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,529.0,0,0,0,0,0,0,0
MEG_3776|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,0,0,98.0,0,0,0,0
MEG_865|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,52.0,17.0,0,0,20.0,0,0,76.0,65.0
MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,1189.0,238.0,460.0,226.0,0,429.0,0,98.0,0,0
MEG_7463|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,34.0,30.0,0,0,0,0,0,0,0,0
MEG_333|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,375.0,385.0
MEG_2646|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,59.0,5.0,0,0,0,0,0,0,0,0
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,379.0,221.0,458.0,527.0,518.0,155.0,0,0,34.0,894.0,939.0
MEG_4305|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,412.0,0,0,0,2752.0,0,0,0,0,0,0
MEG_3874|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,0,0,38.0,93.0,43.0,0,0,0,0,484.0,489.0
MEG_1288|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,0,0,0,0,10.0,0,0,0,0,0,0
MEG_3779|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,0,0,95.0,0,0,0,0
MEG_5261|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,20.0,24.0
MEG_4748|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,50.0,82.0
MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,384.0,0,210.0,446.0,147.0,0,827.0,0,0,0,0
MEG_2549|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,5.0,0
MEG_5364|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,1952.0,1986.0
MEG_6975|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,275.0,0,514.0,633.0,296.0,0,0,0,0,43.0,40.0
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,1407.0,1139.0,1712.0,1741.0,1446.0,1457.0,0,0,0,1671.0,1725.0
MEG_743|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,12.0,0,0,0,0,0,0,0
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,526.0,384.0,487.0,598.0,415.0,106.0,546.0,569.0,516.0,22.0,20.0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,0,0,0,0,0,0,148.0,130.0
MEG_8665|Drugs|betalactams|Class_A_betalactamases|ROB,35.0,0,0,0,0,0,0,0,0,0,0
MEG_5259|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,16.0,32.0
MEG_7092|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,158.0,0,982.0,1599.0,150.0,0,0,0,0,0,0
MEG_3588|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0,0,11.0,0,0,0,22.0,0,0,0,9.0
MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,31.0,0,0,0,150.0,0,0,0,0,248.0,585.0
MEG_788|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,37.0,18.0,10.0,0,0,0,0,0,0
MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX,351.0,828.0,1058.0,1173.0,674.0,140.0,0,0,406.0,44.0,107.0
MEG_1009|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,236.0,0,179.0,146.0,488.0,0,0,0,0,0,0
MEG_2484|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,66.0,0,0,100.0,0,0,0,0
MEG_7395|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,0,76.0,54.0,0,0,0,0,0,0,0
MEG_7108|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1501.0,629.0,1078.0,1495.0,2196.0,1822.0,1537.0,0,543.0,137.0,260.0
MEG_4180|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMB,0,579.0,0,0,0,0,0,0,0,0,0
MEG_2832|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,1171.0,985.0,1483.0,1487.0,1436.0,38.0,0,0,293.0,1098.0,1375.0
MEG_5171|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,584.0,657.0
MEG_6918|Drugs|betalactams|Class_A_betalactamases|TEM,0,208.0,0,48.0,0,0,321.0,0,0,0,0
MEG_5966|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,7.0,0
MEG_2768|Drugs|MLS|23S_rRNA_methyltransferases|ERM,31.0,0,38.0,17.0,80.0,0,0,0,0,0,45.0
MEG_7084|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,0,0,84.0,214.0,38.0,0,0,0,0,0,0
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,1815.0,1705.0,1869.0,1868.0,1754.0,18.0,0,365.0,1807.0,35.0,66.0
MEG_6078|Drugs|betalactams|Class_A_betalactamases|ROB,21.0,0,15.0,40.0,40.0,0,0,0,0,0,0
MEG_5397|Drugs|Fluoroquinolones|Fluoroquinolone_ABC_efflux_pump|PATA,0,337.0,0,0,0,0,663.0,0,732.0,0,28.0
MEG_7684|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,0,0,0,0,0,0,586.0,0,0,0,0
MEG_8009|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,10.0,0
MEG_943|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,94.0,69.0,20.0,0,54.0,0,0,23.0,29.0
MEG_708|Drugs|betalactams|Class_A_betalactamases|AER,0,0,0,0,0,0,0,0,0,427.0,533.0
MEG_6057|Drugs|MLS|23S_rRNA_methyltransferases|RLMA,0,90.0,0,0,0,0,177.0,0,165.0,0,0
MEG_6659|Drugs|betalactams|Class_A_betalactamases|TEM,0,193.0,0,0,0,147.0,209.0,22.0,90.0,0,0
MEG_4312|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,288.0,0,0,0,2516.0,0,0,0,0,0,0
MEG_2811|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,318.0,0,17.0,0,411.0,0,0,0,0,0,10.0
MEG_6624|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,217.0,1263.0,133.0,83.0,77.0,0,117.0,0,0,484.0,548.0
MEG_7308|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,357.0,0
MEG_2575|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,0,0,6.0,11.0,0,0,0,0,0,0,0
MEG_396|Metals|Iron_resistance|Iron_resistance_protein|ACN,0,0,0,0,0,0,0,0,0,1211.0,1236.0
MEG_4764|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,13.0,0
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2184.0,2111.0,2065.0,2259.0,1884.0,834.0,2230.0,2345.0,2222.0,848.0,942.0
MEG_1041|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,516.0,335.0,0,0,0,0,0,0
MEG_152|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,7.0
MEG_919|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,57.0,0,14.0,18.0,567.0,0,0,0,0,120.0,121.0
MEG_4323|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,323.0,0,0,0,2358.0,0,0,0,0,0,0
MEG_7628|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,0,0,91.0,73.0,0,0,0,0,0,0,0
MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,10.0,0,0,0,0,0,0,395.0,403.0
MEG_2672|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,213.0,276.0,209.0,496.0,138.0,43.0,681.0,797.0,591.0,0,0
MEG_6972|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,159.0,0,335.0,419.0,157.0,0,0,0,0,24.0,25.0
MEG_7077|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,0,0,59.0,76.0,0,0,0,0,0,105.0,128.0
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,193.0,160.0,396.0,520.0,228.0,139.0,0,0,33.0,670.0,655.0
MEG_5820|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0,0,0,0,0,113.0,413.0,0,0,0,0
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,2393.0,230.0,2311.0,2541.0,2029.0,503.0,2386.0,2336.0,2262.0,72.0,93.0
MEG_6674|Drugs|betalactams|Class_A_betalactamases|TEM,0,134.0,9.0,29.0,0,0,292.0,0,41.0,0,0
MEG_4848|Drugs|betalactams|Class_D_betalactamases|OXA,0,34.0,0,0,0,0,0,0,0,0,0
MEG_4868|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,18.0,18.0
MEG_3007|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,0,0,0,0,0,0,25.0,0,0,0,0
MEG_6974|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,127.0,0,221.0,250.0,138.0,0,0,0,0,0,8.0
MEG_2529|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,10.0,0,0,0,0,0,0
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,10.0,10.0,26.0,107.0,60.0,0,0,0,0,5.0,10.0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,131.0,0,91.0,119.0,395.0,0,0,0,0,680.0,674.0
MEG_932|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,229.0,243.0
MEG_3218|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,192.0,0,0,0,0,0,0
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,582.0,530.0,549.0,665.0,475.0,208.0,688.0,724.0,671.0,25.0,19.0
MEG_882|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,375.0,397.0
MEG_2913|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,137.0,0,0,0,51.0,0,180.0,0,0,0,0
MEG_8708|Drugs|betalactams|Class_A_betalactamases|TEM,105.0,0,49.0,130.0,20.0,0,539.0,0,0,0,0
MEG_861|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,29.0,23.0,0,0,0,0,0,68.0,51.0
MEG_3991|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,2056.0,2003.0,0,0,0,0,0,2588.0,2626.0
MEG_939|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,411.0,434.0
MEG_4965|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,55.0,39.0
MEG_6678|Drugs|betalactams|Class_A_betalactamases|TEM,150.0,0,72.0,189.0,0,0,509.0,0,0,0,0
MEG_6939|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,247.0,0,0,0,0
MEG_3786|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,27.0,0,0,0,0,0,0,0,0
MEG_2905|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,533.0,0,0,16.0,1601.0,0,0,0,0,0,0
MEG_3932|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT|RequiresSNPConfirmation,0,26.0,0,0,0,0,0,0,0,0,0
MEG_6119|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,671.0,444.0,414.0,0,0,0,0,0,0
MEG_929|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,59.0,58.0,0,0,28.0,0,0,131.0,108.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,352.0,285.0,695.0,739.0,387.0,267.0,0,0,0,1024.0,989.0
MEG_7544|Drugs|Glycopeptides|VanG-type_accessory_protein|VANWG,0,68.0,66.0,27.0,0,0,0,0,0,0,0
MEG_2813|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,65.0,0,0,0,0,0,0
MEG_6901|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,122.0,0,0,0,0
MEG_6803|Drugs|betalactams|Class_A_betalactamases|TEM,78.0,15.0,27.0,96.0,14.0,0,401.0,0,0,0,0
MEG_924|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,762.0,0,146.0,390.0,1304.0,0,0,0,0,0,0
MEG_4932|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,11.0
MEG_3091|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,110.0,76.0
MEG_1031|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,17.0,14.0,0,0,0,0,0,0,0
MEG_896|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,12.0,26.0,0,0,0,0,0,88.0,0
MEG_2740|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,191.0,253.0
MEG_1682|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA,66.0,0,0,260.0,809.0,0,0,0,0,0,0
MEG_6897|Drugs|betalactams|Class_A_betalactamases|TEM,87.0,0,30.0,148.0,17.0,0,466.0,0,0,0,0
MEG_7118|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2541.0,691.0,1440.0,1690.0,2600.0,1525.0,1003.0,0,0,447.0,886.0
MEG_7124|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1830.0,808.0,1892.0,2120.0,1967.0,1656.0,1582.0,0,524.0,229.0,526.0
MEG_314|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,9.0
MEG_2659|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,0,0,0,0,0,0,0,0,0,0,18.0
MEG_7493|Drugs|Glycopeptides|VanB-type_regulator|VANSB,0,0,38.0,0,0,0,0,0,0,0,0
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,2667.0,1727.0,2694.0,2799.0,2516.0,627.0,2606.0,2619.0,2371.0,111.0,134.0
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,489.0,904.0,1345.0,1470.0,850.0,134.0,0,0,425.0,54.0,135.0
MEG_3072|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,0,0,19.0,34.0,6.0,0,0,0,0,0,0
MEG_3994|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,1800.0,1420.0,1210.0,1248.0,2245.0,1576.0,1375.0,488.0,0,4066.0,4068.0
MEG_4129|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA,0,0,0,0,0,0,0,0,0,596.0,0
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,1403.0,798.0,1387.0,1429.0,1343.0,274.0,1342.0,1376.0,1291.0,48.0,86.0
MEG_2572|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRC|RequiresSNPConfirmation,0,0,0,0,0,0,53.0,0,0,0,0
MEG_6823|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,53.0,0,0,0,0
MEG_7136|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1272.0,1023.0,1817.0,1919.0,1975.0,1715.0,1298.0,0,530.0,85.0,147.0
MEG_123|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,8.0,0
MEG_6987|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,0,0,101.0,544.0,0,0,0,0,0,348.0,599.0
MEG_1155|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,10.0,0,19.0,38.0,10.0,0,186.0,0,0,0,0
MEG_6761|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,36.0,0,0,249.0,0,0,0,0
MEG_2757|Drugs|MLS|23S_rRNA_methyltransferases|ERM,26.0,0,44.0,31.0,77.0,0,0,0,0,49.0,59.0
MEG_2760|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,0,0,0,16.0,0,0,0,0,0,0
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,0,0,917.0,1724.0,15.0,14.0,70.0,0,48.0,102.0,163.0
